fitment_vehicle_name,fitment_vehicle_handle,fitment_vehicle_gid,metaobject_type,aliases,updated_at,year,make,engine_liter,engine_family,engine_code,fields_json
2024 Dodge/Ram 6.7L Cummins,2024-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279912612205,fitment_vehicle,,2026-01-31T01:09:40Z,2024,ram,6.7L,cummins,,"{""year"": ""2024"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2024 Dodge/Ram 6.7L Cummins""}"
2024 Sprinter 2.0L,2024-sprinter-2-0l,gid://shopify/Metaobject/279919952237,fitment_vehicle,,2026-01-31T01:11:45Z,2024,sprinter,2.0L,,,"{""year"": ""2024"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""2.0L"", ""display_name"": ""2024 Sprinter 2.0L""}"
2024 Sprinter 3.0L,2024-sprinter-3-0l,gid://shopify/Metaobject/279919886701,fitment_vehicle,,2026-01-31T01:11:44Z,2024,sprinter,3.0L,,,"{""year"": ""2024"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""3.0L"", ""display_name"": ""2024 Sprinter 3.0L""}"
2025 Chevrolet 3.0L Duramax,2025-chevrolet-3-0l-duramax,gid://shopify/Metaobject/279919493485,fitment_vehicle,,2026-01-31T01:11:37Z,2025,chevrolet,3.0L,duramax,,"{""year"": ""2025"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2025 Chevrolet 3.0L Duramax""}"
2025 Chevrolet 6.6L Duramax L5P,2025-chevrolet-6-6l-duramax-l5p,gid://shopify/Metaobject/279916937581,fitment_vehicle,,2026-01-31T01:10:54Z,2025,chevrolet,6.6L,duramax,L5P,"{""year"": ""2025"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2025 Chevrolet 6.6L Duramax L5P""}"
2025 Ford 6.7L Powerstroke,2025-ford-6-7l-powerstroke,gid://shopify/Metaobject/279917003117,fitment_vehicle,,2026-01-31T01:10:55Z,2025,ford,6.7L,powerstroke,,"{""year"": ""2025"", ""make"": ""Ford"", ""model"": """", ""engine"": ""6.7L Powerstroke"", ""display_name"": ""2025 Ford 6.7L Powerstroke""}"
2025 GMC 3.0L Duramax,2025-gmc-3-0l-duramax,gid://shopify/Metaobject/279919526253,fitment_vehicle,,2026-01-31T01:11:37Z,2025,gmc,3.0L,duramax,,"{""year"": ""2025"", ""make"": ""GMC"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2025 GMC 3.0L Duramax""}"
2025 GMC 6.6L Duramax L5P,2025-gmc-6-6l-duramax-l5p,gid://shopify/Metaobject/279916970349,fitment_vehicle,,2026-01-31T01:10:55Z,2025,gmc,6.6L,duramax,L5P,"{""year"": ""2025"", ""make"": ""GMC"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2025 GMC 6.6L Duramax L5P""}"
2025 Dodge/Ram 3.0L EcoDiesel,2025-dodge-ram-3-0l-ecodiesel,gid://shopify/Metaobject/279920345453,fitment_vehicle,,2026-01-31T01:11:51Z,2025,ram,3.0L,ecodiesel,,"{""year"": ""2025"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2025 Dodge/Ram 3.0L EcoDiesel""}"
2025 Dodge/Ram 6.7L Cummins,2025-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279916446061,fitment_vehicle,,2026-01-31T01:10:45Z,2025,ram,6.7L,cummins,,"{""year"": ""2025"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2025 Dodge/Ram 6.7L Cummins""}"
2025 Sprinter 2.0L,2025-sprinter-2-0l,gid://shopify/Metaobject/279920148845,fitment_vehicle,,2026-01-31T01:11:48Z,2025,sprinter,2.0L,,,"{""year"": ""2025"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""2.0L"", ""display_name"": ""2025 Sprinter 2.0L""}"
2026 Chevrolet 3.0L Duramax,2026-chevrolet-3-0l-duramax,gid://shopify/Metaobject/279919985005,fitment_vehicle,,2026-01-31T01:11:45Z,2026,chevrolet,3.0L,duramax,,"{""year"": ""2026"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2026 Chevrolet 3.0L Duramax""}"
2026 Chevrolet 6.6L Duramax L5P,2026-chevrolet-6-6l-duramax-l5p,gid://shopify/Metaobject/279920312685,fitment_vehicle,,2026-01-31T01:11:51Z,2026,chevrolet,6.6L,duramax,L5P,"{""year"": ""2026"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2026 Chevrolet 6.6L Duramax L5P""}"
2026 Ford 6.7L Powerstroke,2026-ford-6-7l-powerstroke,gid://shopify/Metaobject/279917035885,fitment_vehicle,,2026-01-31T01:10:56Z,2026,ford,6.7L,powerstroke,,"{""year"": ""2026"", ""make"": ""Ford"", ""model"": """", ""engine"": ""6.7L Powerstroke"", ""display_name"": ""2026 Ford 6.7L Powerstroke""}"
2026 GMC 3.0L Duramax,2026-gmc-3-0l-duramax,gid://shopify/Metaobject/279920017773,fitment_vehicle,,2026-01-31T01:11:46Z,2026,gmc,3.0L,duramax,,"{""year"": ""2026"", ""make"": ""GMC"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2026 GMC 3.0L Duramax""}"
2026 GMC 6.6L Duramax L5P,2026-gmc-6-6l-duramax-l5p,gid://shopify/Metaobject/279919559021,fitment_vehicle,,2026-01-31T01:11:38Z,2026,gmc,6.6L,duramax,L5P,"{""year"": ""2026"", ""make"": ""GMC"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2026 GMC 6.6L Duramax L5P""}"
2026 Dodge/Ram 6.7L Cummins,2026-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279919034733,fitment_vehicle,,2026-01-31T01:11:30Z,2026,ram,6.7L,cummins,,"{""year"": ""2026"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2026 Dodge/Ram 6.7L Cummins""}"
