search_family,platform_family,vendor,display_name,official_website_url,search_url_template,runtime_preference,blocking_risk,verification_level
magento_catalogsearch,magento,Auto Meter,Auto Meter,https://www.autometer.com/,https://www.autometer.com/catalogsearch/result?q={sku},http_first_with_browser_fallback,medium,verified
magento_catalogsearch,magento,Black Rhino Wheels,Black Rhino Wheels,https://www.blackrhinowheels.com/,https://www.blackrhinowheels.com/catalogsearch/result/?q={sku},http_first,low,verified
magento_catalogsearch,magento,Borne Off-Road,Borne Off-Road,https://rogue-offroad.com/Borne-Off-Road_bymfg_275-0-1.html,https://www.borne.com/catalogsearch/result/?q={sku},browser_first,high,verified
magento_catalogsearch,magento,Cognito Motorsports Suspension,Cognito Motorsports Suspension,https://cognitomotorsports.com/,https://cognitomotorsports.com/catalogsearch/result/?q={sku},http_first,low,verified
magento_catalogsearch,magento,Diode Dynamics,Diode Dynamics,https://www.diodedynamics.com/,https://www.diodedynamics.com/catalogsearch/result/?q={sku},http_first,low,detected
magento_catalogsearch,magento,Fleece Performance Engineering,Fleece Performance Engineering,https://www.fleeceperformance.com/,https://www.fleeceperformance.com/catalogsearch/result/?q={sku},http_first,low,detected
magento_catalogsearch,magento,Fleetguard Filters,Fleetguard Filters,https://fleet-reliable-filters.com/catalogs,https://fleet-reliable-filters.com/catalogsearch/result/index/?q={sku},http_first,low,detected
magento_catalogsearch,magento,Flex-A-Lite,Flex-A-Lite,https://flex-a-lite.com/,https://flex-a-lite.com/catalogsearch/result/?q={sku},http_first,low,verified
magento_catalogsearch,magento,KC HiLiTES,KC HiLiTES,https://www.kchilites.com/,https://www.kchilites.com/catalogsearch/result/?q={sku},http_first_with_browser_fallback,medium,verified
magento_catalogsearch,magento,Mishimoto,Mishimoto,https://www.mishimoto.com/,https://www.mishimoto.com/catalogsearch/result/?q={sku},http_first,low,detected
magento_catalogsearch,magento,Nemesis Industries,Nemesis Industries,https://nem-ind.com/,https://nem-ind.com/catalogsearch/result/?q={sku},http_first,low,detected
magento_catalogsearch,magento,NOS Nitrous Oxide Systems,NOS Nitrous Oxide Systems,https://www.noswizard.com/,https://www.noswizard.com/catalogsearch/result/?q={sku},http_first,low,verified
magento_catalogsearch,magento,Powermaster Performance Starters and Alternators,Powermaster Performance Starters and Alternators,https://www.powermasterperformance.com/about-us,https://www.powermasterperformance.com/catalogsearch/result/index/?q={sku},http_first,low,detected
magento_catalogsearch,magento,Race Sport Lighting,Race Sport Lighting,https://www.racesportinc.com/,https://www.racesportinc.com/catalogsearch/result/index/?q={sku},http_first,low,detected
magento_catalogsearch,magento,ReadyLIFT Suspension,ReadyLIFT Suspension,https://www.readylift.com/,https://www.readylift.com/catalogsearch/result/?cat=2&q={sku},http_first,low,verified
magento_catalogsearch,magento,Rigid Industries,Rigid Industries,https://www.rigidindustries.com/,https://www.rigidindustries.com/catalogsearch/result/index/?q={sku},http_first,low,detected
part_number_search,generic_get_search,ISSPRO,ISSPRO,https://isspro.com/,https://isspro.com/Search/PartNoSearch?q={sku},http_first,low,probed
part_number_search,generic_get_search,"Wilwood Engineering, Inc.","Wilwood Engineering, Inc.",https://wilwood.com/,https://wilwood.com/Search/PartNoSearch?q={sku},http_first,low,verified
partslogic_search_redirect,partslogic,No Limit Fabrication,No Limit Fabrication,https://nolimitfabrication.com/,https://nolimitfabrication.com/search.html?q={sku},http_first,low,verified
path_or_query_search,custom,ADS Shocks,ADS Shocks,https://www.adsshocks.com/,https://www.adsshocks.com/search/?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,Anvil Off-Road,Anvil Off-Road,https://www.anviloffroad.ca/,https://www.holley.com/search/?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,ARB,ARB,https://arbusa.com/,https://store.arbusa.com/search-results-page?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,ATI Performance Products,ATI Performance Products,https://www.atiracing.com/,https://atiracing.com/search-results.htm?cx=017413898382317320130:lggw7qy_yqk&cof=FORID:11&q={sku},http_first_with_browser_fallback,low,review
path_or_query_search,custom,B&M Shifters,B&M Shifters,https://www.bmracing.com/,https://www.holley.com/search/?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,Baer Brake Systems,Baer Brake Systems,https://www.baer.com/,https://www.baer.com/search/?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,BD-Power,BD-Power,https://us.bddiesel.com/,https://us.bddiesel.com/collections/shop?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,Bilstein Shock Absorbers,Bilstein Shock Absorbers,https://cart.bilsteinus.com/,https://cart.bilsteinus.com/catalogue?typeofsearch=1&search_query_adv={sku},browser_first,low,verified
path_or_query_search,bigcommerce_like,Calibrated Power,Calibrated Power,https://duramaxtuner.com/,https://duramaxtuner.com/search.html?Search={sku},http_first,low,probed
path_or_query_search,custom,Cummins Diesel Parts,Cummins Diesel Parts,https://parts.cummins.com/esn-entry/main,https://parts.cummins.com/global-search/main/{sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,Dana / Spicer,Dana / Spicer,https://www.dana.com/,https://www.dana.com/search/?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,aspnet_like,DieselSite,DieselSite,https://www.dieselsite.com/,https://www.dieselsite.com/search.aspx?find={sku},browser_first,low,verified
path_or_query_search,custom,Dipaco DTech Diesel Parts,Dipaco DTech Diesel Parts,https://usdieselparts.com/,https://usdieselparts.com/search/?query={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,aspnet_like,Dorman,Dorman,https://www.dormanproducts.com/,https://www.dormanproducts.com/gsearch.aspx?type=oesearch&origin=oesearch&q={sku},browser_first,low,verified
path_or_query_search,custom,Driven Diesel,Driven Diesel,http://www.drivendiesel.com/,https://www.strictlydiesel.com/isearch3?searchterm={sku},browser_first,low,verified
path_or_query_search,custom,Edge Products,Edge Products,https://www.edgeproducts.com/,https://www.edgeproducts.com/search/?q={sku},http_first_with_browser_fallback,medium,verified
path_or_query_search,custom,Fender Gripper,Fender Gripper,https://www.holley.com/brands/fender_gripper/,https://www.holley.com/search/?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,Ford Motor Company,Ford Motor Company,https://corporate.ford.com/about/brands/,https://www.ford.com/search/?f%3AsearchInputString={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,Full Force Diesel,Full Force Diesel,https://www.fullforcediesel.com/about-us/,https://www.fullforcediesel.com/search?show_in_vexture=Yes&Search={sku},browser_first,high,verified
path_or_query_search,custom,Hays Clutches,Hays Clutches,https://www.holley.com/brands/hays/,https://www.holley.com/search/?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,HPS Performance,HPS Performance,https://hpsperformanceproducts.com/,https://hpsperformanceproducts.com/pages/search-results-page?q={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,Kleinn Air Horns,Kleinn Air Horns,https://kleinn.com/,https://kleinn.com/pages/search-results-page?q={sku},browser_first,high,verified
path_or_query_search,custom,MAHLE,MAHLE,https://www.mahle.com/,https://www.mahle.com/en/search/?q={sku},http_first_with_browser_fallback,low,detected
path_or_query_search,bigcommerce_like,Merchant Automotive,Merchant Automotive,https://www.merchant-automotive.com/,https://www.merchant-automotive.com/shop/?search_query={sku},http_first,low,verified
path_or_query_search,custom,Mopar | Factory OEM Dodge Ram,Mopar | Factory OEM Dodge Ram,https://www.mopar.com/en-us.html,https://www.mopar.com/en-us/search/results.html?search={sku},http_first_with_browser_fallback,medium,verified
path_or_query_search,bigcommerce_like,PacBrake,PacBrake,https://pacbrake.com/,https://pacbrake.com/search.html?Search={sku},http_first,low,verified
path_or_query_search,bigcommerce_like,PML Covers,PML Covers,https://pmlgarage.com/,https://yourcovers.com/search.html?Search={sku},http_first,low,verified
path_or_query_search,custom,Proforged,Proforged Steering & Suspension,https://proforged.com/,https://proforged.com/search/?query={sku},http_first_with_browser_fallback,medium,verified
path_or_query_search,custom,Prothane,Prothane,https://prothane.com/,https://prothane.com/?post_type=product&product_cat=&s={sku},http_first_with_browser_fallback,low,verified
path_or_query_search,custom,Realtruck Superlift Suspension,RealTruck SuperLift Suspension,https://realtruck.com/b/superlift/,https://realtruck.com/search/?q={sku},http_first_with_browser_fallback,low,detected
