vendor,display_name,sample_sku,chosen_site_url,chosen_site_source,chosen_site_score,best_template,best_probe_url,best_final_url,best_http_status,best_result_kind,best_success,best_blocked,review_status,needs_manual_review,notes,site_query_errors
ADDICTIVE DESERT DESIGNS,ADDICTIVE DESERT DESIGNS,ADD-AC8101801NA,https://www.addictivedesertdesigns.com/,search_discovery,598,,,,,,0,0,manual_review,1,No search template probes executed,
