vendor,display_name,official_website_url,search_url_template,sample_sku_primary,validation_sample_skus,validation_success_count,validation_total_count,validation_summary,search_recipe_kind,search_submit_status,dom_search_candidates_found,dom_search_input_selector,dom_search_input_name,dom_search_input_type,dom_search_input_visible,dom_form_selector,dom_form_action,dom_form_method,dom_submit_selector,primary_request_method,primary_request_resource_type,primary_request_url_template,primary_request_post_data_template,primary_request_status,primary_request_header_names,primary_request_cookie_header,primary_request_curl,primary_xhr_method,primary_xhr_url_template,primary_xhr_post_data_template,primary_xhr_status,primary_xhr_header_names,primary_xhr_cookie_header,primary_xhr_curl,all_relevant_xhr_templates,final_url_template,final_result_kind,api_observed,hidden_form_observed,browser_required_observed,notes
Westin,Westin Automotive Products,https://www.westinautomotive.com/,https://westinautomotive.com/search?q={sku},WES-21-1315,WES-21-1315|WES-19-43995|WES-19-44745,0,3,WES-21-1315:search_results(Search results page but SKU not visible in HTML (possible JS-rendered results)) | WES-19-43995:search_results(Search results page but SKU not visible in HTML (possible JS-rendered results)) | WES-19-44745:search_results(Search results page but SKU not visible in HTML (possible JS-rendered results)),direct_template_get,review,0,,,,,,,,,GET,document,https://westinautomotive.com/search?q={sku},,0,,,curl -X GET 'https://westinautomotive.com/search?q=WES-21-1315',,,,,,,,,https://www.westinautomotive.com/,blocked,no,no,yes,No visible search input found
